"TIME","GEO","UNIT","NA_ITEM","Value"
"2011","Greece","Chain linked volumes, index 2010=100","Gross domestic product at market prices","90.9"
"2011","Greece","Current prices, million euro","Gross domestic product at market prices","207,028.9"
"2011","Greece","Chain linked volumes (2010), million euro","Gross domestic product at market prices","205,389.1"
"2011","Spain","Chain linked volumes, index 2010=100","Gross domestic product at market prices","99.2"
"2011","Spain","Current prices, million euro","Gross domestic product at market prices","1,063,763.0"
"2011","Spain","Chain linked volumes (2010), million euro","Gross domestic product at market prices","1,063,973.1"
"2011","France","Chain linked volumes, index 2010=100","Gross domestic product at market prices","102.2"
"2011","France","Current prices, million euro","Gross domestic product at market prices","2,058,369.0"
"2011","France","Chain linked volumes (2010), million euro","Gross domestic product at market prices","2,039,039.7"
"2011","Croatia","Chain linked volumes, index 2010=100","Gross domestic product at market prices","99.7"
"2011","Croatia","Current prices, million euro","Gross domestic product at market prices","44,793.0"
"2011","Croatia","Chain linked volumes (2010), million euro","Gross domestic product at market prices","44,972.0"
"2011","Italy","Chain linked volumes, index 2010=100","Gross domestic product at market prices","100.7"
"2011","Italy","Current prices, million euro","Gross domestic product at market prices","1,648,755.8"
"2011","Italy","Chain linked volumes (2010), million euro","Gross domestic product at market prices","1,622,676.5"
"2011","Cyprus","Chain linked volumes, index 2010=100","Gross domestic product at market prices","100.4"
"2011","Cyprus","Current prices, million euro","Gross domestic product at market prices","19,803.0"
"2011","Cyprus","Chain linked volumes (2010), million euro","Gross domestic product at market prices","19,487.9"
"2011","Latvia","Chain linked volumes, index 2010=100","Gross domestic product at market prices","106.3"
"2011","Latvia","Current prices, million euro","Gross domestic product at market prices","20,218.7"
"2011","Latvia","Chain linked volumes (2010), million euro","Gross domestic product at market prices","18,937.5"
"2011","Lithuania","Chain linked volumes, index 2010=100","Gross domestic product at market prices","106.0"
"2011","Lithuania","Current prices, million euro","Gross domestic product at market prices","31,233.7"
"2011","Lithuania","Chain linked volumes (2010), million euro","Gross domestic product at market prices","29,639.8"
"2011","Luxembourg","Chain linked volumes, index 2010=100","Gross domestic product at market prices","102.5"
"2011","Luxembourg","Current prices, million euro","Gross domestic product at market prices","43,164.6"
"2011","Luxembourg","Chain linked volumes (2010), million euro","Gross domestic product at market prices","41,198.0"
"2011","Hungary","Chain linked volumes, index 2010=100","Gross domestic product at market prices","101.8"
"2011","Hungary","Current prices, million euro","Gross domestic product at market prices","101,552.7"
"2011","Hungary","Chain linked volumes (2010), million euro","Gross domestic product at market prices","100,787.4"
"2011","Malta","Chain linked volumes, index 2010=100","Gross domestic product at market prices","101.3"
"2011","Malta","Current prices, million euro","Gross domestic product at market prices","6,832.0"
"2011","Malta","Chain linked volumes (2010), million euro","Gross domestic product at market prices","6,685.8"
"2011","Netherlands","Chain linked volumes, index 2010=100","Gross domestic product at market prices","101.6"
"2011","Netherlands","Current prices, million euro","Gross domestic product at market prices","650,359.0"
"2011","Netherlands","Chain linked volumes (2010), million euro","Gross domestic product at market prices","649,102.0"
"2011","Austria","Chain linked volumes, index 2010=100","Gross domestic product at market prices","102.9"
"2011","Austria","Current prices, million euro","Gross domestic product at market prices","310,128.7"
"2011","Austria","Chain linked volumes (2010), million euro","Gross domestic product at market prices","304,545.1"
"2011","Poland","Chain linked volumes, index 2010=100","Gross domestic product at market prices","105.0"
"2011","Poland","Current prices, million euro","Gross domestic product at market prices","380,241.7"
"2011","Poland","Chain linked volumes (2010), million euro","Gross domestic product at market prices","379,956.4"
"2011","Portugal","Chain linked volumes, index 2010=100","Gross domestic product at market prices","98.3"
"2011","Portugal","Current prices, million euro","Gross domestic product at market prices","176,096.2"
"2011","Portugal","Chain linked volumes (2010), million euro","Gross domestic product at market prices","176,564.3"
"2011","Romania","Chain linked volumes, index 2010=100","Gross domestic product at market prices","102.0"
"2011","Romania","Current prices, million euro","Gross domestic product at market prices","131,925.4"
"2011","Romania","Chain linked volumes (2010), million euro","Gross domestic product at market prices","127,926.0"
"2011","Slovenia","Chain linked volumes, index 2010=100","Gross domestic product at market prices","100.9"
"2011","Slovenia","Current prices, million euro","Gross domestic product at market prices","37,058.6"
"2011","Slovenia","Chain linked volumes (2010), million euro","Gross domestic product at market prices","36,677.1"
"2011","Slovakia","Chain linked volumes, index 2010=100","Gross domestic product at market prices","102.9"
"2011","Slovakia","Current prices, million euro","Gross domestic product at market prices","71,214.4"
"2011","Slovakia","Chain linked volumes (2010), million euro","Gross domestic product at market prices","70,043.4"
"2011","Finland","Chain linked volumes, index 2010=100","Gross domestic product at market prices","102.5"
"2011","Finland","Current prices, million euro","Gross domestic product at market prices","197,998.0"
"2011","Finland","Chain linked volumes (2010), million euro","Gross domestic product at market prices","192,936.0"
"2011","Sweden","Chain linked volumes, index 2010=100","Gross domestic product at market prices","103.1"
"2011","Sweden","Current prices, million euro","Gross domestic product at market prices","411,873.8"
"2011","Sweden","Chain linked volumes (2010), million euro","Gross domestic product at market prices","385,755.3"
"2011","United Kingdom","Chain linked volumes, index 2010=100","Gross domestic product at market prices","101.5"
"2011","United Kingdom","Current prices, million euro","Gross domestic product at market prices","1,912,457.9"
"2011","United Kingdom","Chain linked volumes (2010), million euro","Gross domestic product at market prices","1,896,156.7"
"2011","Iceland","Chain linked volumes, index 2010=100","Gross domestic product at market prices","101.9"
"2011","Iceland","Current prices, million euro","Gross domestic product at market prices","10,889.0"
"2011","Iceland","Chain linked volumes (2010), million euro","Gross domestic product at market prices","10,526.9"
"2011","Liechtenstein","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":"
"2011","Liechtenstein","Current prices, million euro","Gross domestic product at market prices",":"
"2011","Liechtenstein","Chain linked volumes (2010), million euro","Gross domestic product at market prices",":"
"2011","Norway","Chain linked volumes, index 2010=100","Gross domestic product at market prices","101.0"
"2011","Norway","Current prices, million euro","Gross domestic product at market prices","358,339.5"
"2011","Norway","Chain linked volumes (2010), million euro","Gross domestic product at market prices","326,938.5"
"2011","Switzerland","Chain linked volumes, index 2010=100","Gross domestic product at market prices","101.7"
"2011","Switzerland","Current prices, million euro","Gross domestic product at market prices","504,020.8"
"2011","Switzerland","Chain linked volumes (2010), million euro","Gross domestic product at market prices","448,552.5"
"2011","Montenegro","Chain linked volumes, index 2010=100","Gross domestic product at market prices","103.2"
"2011","Montenegro","Current prices, million euro","Gross domestic product at market prices","3,264.8"
"2011","Montenegro","Chain linked volumes (2010), million euro","Gross domestic product at market prices","3,226.0"
"2011","North Macedonia","Chain linked volumes, index 2010=100","Gross domestic product at market prices","102.3"
"2011","North Macedonia","Current prices, million euro","Gross domestic product at market prices","7,544.2"
"2011","North Macedonia","Chain linked volumes (2010), million euro","Gross domestic product at market prices","7,274.6"
"2011","Albania","Chain linked volumes, index 2010=100","Gross domestic product at market prices","102.5"
"2011","Albania","Current prices, million euro","Gross domestic product at market prices","9,268.3"
"2011","Albania","Chain linked volumes (2010), million euro","Gross domestic product at market prices","9,225.6"
"2011","Serbia","Chain linked volumes, index 2010=100","Gross domestic product at market prices","102.0"
"2011","Serbia","Current prices, million euro","Gross domestic product at market prices","35,431.7"
"2011","Serbia","Chain linked volumes (2010), million euro","Gross domestic product at market prices","32,188.2"
"2011","Turkey","Chain linked volumes, index 2010=100","Gross domestic product at market prices","111.1"
"2011","Turkey","Current prices, million euro","Gross domestic product at market prices","596,491.2"
"2011","Turkey","Chain linked volumes (2010), million euro","Gross domestic product at market prices","645,595.8"
"2011","Bosnia and Herzegovina","Chain linked volumes, index 2010=100","Gross domestic product at market prices","101.0"
"2011","Bosnia and Herzegovina","Current prices, million euro","Gross domestic product at market prices","13,411.8"
"2011","Bosnia and Herzegovina","Chain linked volumes (2010), million euro","Gross domestic product at market prices","13,093.3"
"2011","Kosovo (under United Nations Security Council Resolution 1244/99)","Chain linked volumes, index 2010=100","Gross domestic product at market prices","104.4"
"2011","Kosovo (under United Nations Security Council Resolution 1244/99)","Current prices, million euro","Gross domestic product at market prices","4,814.0"
"2011","Kosovo (under United Nations Security Council Resolution 1244/99)","Chain linked volumes (2010), million euro","Gross domestic product at market prices","4,594.6"
"2012","European Union - 28 countries","Chain linked volumes, index 2010=100","Gross domestic product at market prices","101.4"
"2012","European Union - 28 countries","Current prices, million euro","Gross domestic product at market prices","13,501,734.0"
"2012","European Union - 28 countries","Chain linked volumes (2010), million euro","Gross domestic product at market prices","13,020,969.4"
"2012","European Union - 27 countries (from 2019)","Chain linked volumes, index 2010=100","Gross domestic product at market prices","101.1"
"2012","European Union - 27 countries (from 2019)","Current prices, million euro","Gross domestic product at market prices","11,390,025.6"
"2012","European Union - 27 countries (from 2019)","Chain linked volumes (2010), million euro","Gross domestic product at market prices","11,096,919.2"
"2012","European Union - 15 countries (1995-2004)","Chain linked volumes, index 2010=100","Gross domestic product at market prices","101.1"
"2012","European Union - 15 countries (1995-2004)","Current prices, million euro","Gross domestic product at market prices","12,422,241.5"
"2012","European Union - 15 countries (1995-2004)","Chain linked volumes (2010), million euro","Gross domestic product at market prices","11,963,881.2"
"2012","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Chain linked volumes, index 2010=100","Gross domestic product at market prices","100.7"
"2012","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Current prices, million euro","Gross domestic product at market prices","9,781,526.3"
"2012","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Chain linked volumes (2010), million euro","Gross domestic product at market prices","9,558,758.0"
"2012","Euro area (19 countries)","Chain linked volumes, index 2010=100","Gross domestic product at market prices","100.8"
"2012","Euro area (19 countries)","Current prices, million euro","Gross domestic product at market prices","9,836,956.2"
"2012","Euro area (19 countries)","Chain linked volumes (2010), million euro","Gross domestic product at market prices","9,609,368.3"
"2012","Euro area (12 countries)","Chain linked volumes, index 2010=100","Gross domestic product at market prices","100.7"
"2012","Euro area (12 countries)","Current prices, million euro","Gross domestic product at market prices","9,627,129.7"
"2012","Euro area (12 countries)","Chain linked volumes (2010), million euro","Gross domestic product at market prices","9,409,483.2"
"2012","Belgium","Chain linked volumes, index 2010=100","Gross domestic product at market prices","102.4"
"2012","Belgium","Current prices, million euro","Gross domestic product at market prices","386,174.7"
"2012","Belgium","Chain linked volumes (2010), million euro","Gross domestic product at market prices","372,023.4"
"2012","Bulgaria","Chain linked volumes, index 2010=100","Gross domestic product at market prices","102.7"
"2012","Bulgaria","Current prices, million euro","Gross domestic product at market prices","42,033.5"
"2012","Bulgaria","Chain linked volumes (2010), million euro","Gross domestic product at market prices","39,078.9"
"2012","Czechia","Chain linked volumes, index 2010=100","Gross domestic product at market prices","101.0"
"2012","Czechia","Current prices, million euro","Gross domestic product at market prices","161,434.3"
"2012","Czechia","Chain linked volumes (2010), million euro","Gross domestic product at market prices","158,228.6"
"2012","Denmark","Chain linked volumes, index 2010=100","Gross domestic product at market prices","101.6"
"2012","Denmark","Current prices, million euro","Gross domestic product at market prices","254,578.0"
"2012","Denmark","Chain linked volumes (2010), million euro","Gross domestic product at market prices","246,974.1"
"2012","Germany (until 1990 former territory of the FRG)","Chain linked volumes, index 2010=100","Gross domestic product at market prices","104.4"
"2012","Germany (until 1990 former territory of the FRG)","Current prices, million euro","Gross domestic product at market prices","2,745,310.0"
"2012","Germany (until 1990 former territory of the FRG)","Chain linked volumes (2010), million euro","Gross domestic product at market prices","2,676,211.6"
"2012","Estonia","Chain linked volumes, index 2010=100","Gross domestic product at market prices","110.8"
"2012","Estonia","Current prices, million euro","Gross domestic product at market prices","18,050.7"
"2012","Estonia","Chain linked volumes (2010), million euro","Gross domestic product at market prices","16,465.8"
"2012","Ireland","Chain linked volumes, index 2010=100","Gross domestic product at market prices","100.6"
"2012","Ireland","Current prices, million euro","Gross domestic product at market prices","175,115.7"
"2012","Ireland","Chain linked volumes (2010), million euro","Gross domestic product at market prices","168,688.3"
"2012","Greece","Chain linked volumes, index 2010=100","Gross domestic product at market prices","84.2"
"2012","Greece","Current prices, million euro","Gross domestic product at market prices","191,203.9"
"2012","Greece","Chain linked volumes (2010), million euro","Gross domestic product at market prices","190,394.7"
"2012","Spain","Chain linked volumes, index 2010=100","Gross domestic product at market prices","96.3"
"2012","Spain","Current prices, million euro","Gross domestic product at market prices","1,031,099.0"
"2012","Spain","Chain linked volumes (2010), million euro","Gross domestic product at market prices","1,032,485.5"
"2012","France","Chain linked volumes, index 2010=100","Gross domestic product at market prices","102.5"
"2012","France","Current prices, million euro","Gross domestic product at market prices","2,088,804.0"
"2012","France","Chain linked volumes (2010), million euro","Gross domestic product at market prices","2,045,424.7"
"2012","Croatia","Chain linked volumes, index 2010=100","Gross domestic product at market prices","97.5"
"2012","Croatia","Current prices, million euro","Gross domestic product at market prices","43,940.8"
"2012","Croatia","Chain linked volumes (2010), million euro","Gross domestic product at market prices","43,965.6"
"2012","Italy","Chain linked volumes, index 2010=100","Gross domestic product at market prices","97.7"
"2012","Italy","Current prices, million euro","Gross domestic product at market prices","1,624,358.7"
"2012","Italy","Chain linked volumes (2010), million euro","Gross domestic product at market prices","1,574,306.1"
"2012","Cyprus","Chain linked volumes, index 2010=100","Gross domestic product at market prices","96.9"
"2012","Cyprus","Current prices, million euro","Gross domestic product at market prices","19,440.8"
"2012","Cyprus","Chain linked volumes (2010), million euro","Gross domestic product at market prices","18,816.2"
"2012","Latvia","Chain linked volumes, index 2010=100","Gross domestic product at market prices","110.7"
"2012","Latvia","Current prices, million euro","Gross domestic product at market prices","22,098.2"
"2012","Latvia","Chain linked volumes (2010), million euro","Gross domestic product at market prices","19,720.4"
"2012","Lithuania","Chain linked volumes, index 2010=100","Gross domestic product at market prices","110.1"
"2012","Lithuania","Current prices, million euro","Gross domestic product at market prices","33,331.7"
"2012","Lithuania","Chain linked volumes (2010), million euro","Gross domestic product at market prices","30,776.0"
"2012","Luxembourg","Chain linked volumes, index 2010=100","Gross domestic product at market prices","102.2"
"2012","Luxembourg","Current prices, million euro","Gross domestic product at market prices","44,112.1"
"2012","Luxembourg","Chain linked volumes (2010), million euro","Gross domestic product at market prices","41,052.8"
"2012","Hungary","Chain linked volumes, index 2010=100","Gross domestic product at market prices","100.3"
"2012","Hungary","Current prices, million euro","Gross domestic product at market prices","99,733.6"
"2012","Hungary","Chain linked volumes (2010), million euro","Gross domestic product at market prices","99,304.0"
"2012","Malta","Chain linked volumes, index 2010=100","Gross domestic product at market prices","104.1"
"2012","Malta","Current prices, million euro","Gross domestic product at market prices","7,168.0"
"2012","Malta","Chain linked volumes (2010), million euro","Gross domestic product at market prices","6,872.4"
"2012","Netherlands","Chain linked volumes, index 2010=100","Gross domestic product at market prices","100.5"
"2012","Netherlands","Current prices, million euro","Gross domestic product at market prices","652,966.0"
"2012","Netherlands","Chain linked volumes (2010), million euro","Gross domestic product at market prices","642,414.0"
"2012","Austria","Chain linked volumes, index 2010=100","Gross domestic product at market prices","103.6"
"2012","Austria","Current prices, million euro","Gross domestic product at market prices","318,653.0"
"2012","Austria","Chain linked volumes (2010), million euro","Gross domestic product at market prices","306,617.4"
"2012","Poland","Chain linked volumes, index 2010=100","Gross domestic product at market prices","106.7"
"2012","Poland","Current prices, million euro","Gross domestic product at market prices","389,376.8"
"2012","Poland","Chain linked volumes (2010), million euro","Gross domestic product at market prices","386,065.8"
"2012","Portugal","Chain linked volumes, index 2010=100","Gross domestic product at market prices","94.3"
"2012","Portugal","Current prices, million euro","Gross domestic product at market prices","168,295.6"
"2012","Portugal","Chain linked volumes (2010), million euro","Gross domestic product at market prices","169,400.6"
"2012","Romania","Chain linked volumes, index 2010=100","Gross domestic product at market prices","104.1"
"2012","Romania","Current prices, million euro","Gross domestic product at market prices","133,147.1"
"2012","Romania","Chain linked volumes (2010), million euro","Gross domestic product at market prices","130,583.2"
"2012","Slovenia","Chain linked volumes, index 2010=100","Gross domestic product at market prices","98.2"
"2012","Slovenia","Current prices, million euro","Gross domestic product at market prices","36,253.3"
"2012","Slovenia","Chain linked volumes (2010), million euro","Gross domestic product at market prices","35,709.1"
"2012","Slovakia","Chain linked volumes, index 2010=100","Gross domestic product at market prices","104.8"
"2012","Slovakia","Current prices, million euro","Gross domestic product at market prices","73,483.8"
"2012","Slovakia","Chain linked volumes (2010), million euro","Gross domestic product at market prices","71,371.3"
"2012","Finland","Chain linked volumes, index 2010=100","Gross domestic product at market prices","101.1"
"2012","Finland","Current prices, million euro","Gross domestic product at market prices","201,037.0"
"2012","Finland","Chain linked volumes (2010), million euro","Gross domestic product at market prices","190,240.0"
"2012","Sweden","Chain linked volumes, index 2010=100","Gross domestic product at market prices","102.4"
"2012","Sweden","Current prices, million euro","Gross domestic product at market prices","428,825.4"
"2012","Sweden","Chain linked volumes (2010), million euro","Gross domestic product at market prices","383,321.3"
"2012","United Kingdom","Chain linked volumes, index 2010=100","Gross domestic product at market prices","103.0"
"2012","United Kingdom","Current prices, million euro","Gross domestic product at market prices","2,111,708.4"
"2012","United Kingdom","Chain linked volumes (2010), million euro","Gross domestic product at market prices","1,924,199.4"
"2012","Iceland","Chain linked volumes, index 2010=100","Gross domestic product at market prices","103.2"
"2012","Iceland","Current prices, million euro","Gross domestic product at market prices","11,458.5"
"2012","Iceland","Chain linked volumes (2010), million euro","Gross domestic product at market prices","10,663.3"
"2012","Liechtenstein","Chain linked volumes, index 2010=100","Gross domestic product at market prices",":"
"2012","Liechtenstein","Current prices, million euro","Gross domestic product at market prices",":"
"2012","Liechtenstein","Chain linked volumes (2010), million euro","Gross domestic product at market prices",":"
"2012","Norway","Chain linked volumes, index 2010=100","Gross domestic product at market prices","103.7"
"2012","Norway","Current prices, million euro","Gross domestic product at market prices","396,523.5"
"2012","Norway","Chain linked volumes (2010), million euro","Gross domestic product at market prices","335,775.9"
"2012","Switzerland","Chain linked volumes, index 2010=100","Gross domestic product at market prices","102.7"
"2012","Switzerland","Current prices, million euro","Gross domestic product at market prices","519,716.3"
"2012","Switzerland","Chain linked volumes (2010), million euro","Gross domestic product at market prices","453,065.3"
"2012","Montenegro","Chain linked volumes, index 2010=100","Gross domestic product at market prices","100.4"
"2012","Montenegro","Current prices, million euro","Gross domestic product at market prices","3,181.5"
"2012","Montenegro","Chain linked volumes (2010), million euro","Gross domestic product at market prices","3,138.1"
"2012","North Macedonia","Chain linked volumes, index 2010=100","Gross domestic product at market prices","101.9"
"2012","North Macedonia","Current prices, million euro","Gross domestic product at market prices","7,584.8"
"2012","North Macedonia","Chain linked volumes (2010), million euro","Gross domestic product at market prices","7,241.4"
"2012","Albania","Chain linked volumes, index 2010=100","Gross domestic product at market prices","104.0"
"2012","Albania","Current prices, million euro","Gross domestic product at market prices","9,585.8"
"2012","Albania","Chain linked volumes (2010), million euro","Gross domestic product at market prices","9,356.4"
"2012","Serbia","Chain linked volumes, index 2010=100","Gross domestic product at market prices","101.3"
"2012","Serbia","Current prices, million euro","Gross domestic product at market prices","33,679.3"
"2012","Serbia","Chain linked volumes (2010), million euro","Gross domestic product at market prices","31,968.8"
"2012","Turkey","Chain linked volumes, index 2010=100","Gross domestic product at market prices","116.4"
"2012","Turkey","Current prices, million euro","Gross domestic product at market prices","678,483.7"
"2012","Turkey","Chain linked volumes (2010), million euro","Gross domestic product at market prices","676,519.5"
"2012","Bosnia and Herzegovina","Chain linked volumes, index 2010=100","Gross domestic product at market prices","100.1"
"2012","Bosnia and Herzegovina","Current prices, million euro","Gross domestic product at market prices","13,407.5"
"2012","Bosnia and Herzegovina","Chain linked volumes (2010), million euro","Gross domestic product at market prices","12,985.7"
"2012","Kosovo (under United Nations Security Council Resolution 1244/99)","Chain linked volumes, index 2010=100","Gross domestic product at market prices","107.3"
"2012","Kosovo (under United Nations Security Council Resolution 1244/99)","Current prices, million euro","Gross domestic product at market prices","5,058.9"
"2012","Kosovo (under United Nations Security Council Resolution 1244/99)","Chain linked volumes (2010), million euro","Gross domestic product at market prices","4,724.2"
"2013","European Union - 28 countries","Chain linked volumes, index 2010=100","Gross domestic product at market prices","101.7"
"2013","European Union - 28 countries","Current prices, million euro","Gross domestic product at market prices","13,615,090.5"
"2013","European Union - 28 countries","Chain linked volumes (2010), million euro","Gross domestic product at market prices","13,058,598.6"
"2013","European Union - 27 countries (from 2019)","Chain linked volumes, index 2010=100","Gross domestic product at market prices","101.0"
"2013","European Union - 27 countries (from 2019)","Current prices, million euro","Gross domestic product at market prices","11,516,664.8"
"2013","European Union - 27 countries (from 2019)","Chain linked volumes (2010), million euro","Gross domestic product at market prices","11,090,916.6"
"2013","European Union - 15 countries (1995-2004)","Chain linked volumes, index 2010=100","Gross domestic product at market prices","101.4"
"2013","European Union - 15 countries (1995-2004)","Current prices, million euro","Gross domestic product at market prices","12,517,879.4"
"2013","European Union - 15 countries (1995-2004)","Chain linked volumes (2010), million euro","Gross domestic product at market prices","11,989,624.4"
"2013","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Chain linked volumes, index 2010=100","Gross domestic product at market prices","100.5"
"2013","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Current prices, million euro","Gross domestic product at market prices","9,876,002.7"
"2013","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Chain linked volumes (2010), million euro","Gross domestic product at market prices","9,533,280.0"
"2013","Euro area (19 countries)","Chain linked volumes, index 2010=100","Gross domestic product at market prices","100.5"
"2013","Euro area (19 countries)","Current prices, million euro","Gross domestic product at market prices","9,933,833.1"
"2013","Euro area (19 countries)","Chain linked volumes (2010), million euro","Gross domestic product at market prices","9,585,560.9"
"2013","Euro area (12 countries)","Chain linked volumes, index 2010=100","Gross domestic product at market prices","100.4"
"2013","Euro area (12 countries)","Current prices, million euro","Gross domestic product at market prices","9,720,519.9"
"2013","Euro area (12 countries)","Chain linked volumes (2010), million euro","Gross domestic product at market prices","9,384,568.3"
"2013","Belgium","Chain linked volumes, index 2010=100","Gross domestic product at market prices","102.9"
"2013","Belgium","Current prices, million euro","Gross domestic product at market prices","392,880.0"
"2013","Belgium","Chain linked volumes (2010), million euro","Gross domestic product at market prices","373,731.9"
"2013","Bulgaria","Chain linked volumes, index 2010=100","Gross domestic product at market prices","103.0"
"2013","Bulgaria","Current prices, million euro","Gross domestic product at market prices","41,885.4"
"2013","Bulgaria","Chain linked volumes (2010), million euro","Gross domestic product at market prices","39,203.5"
"2013","Czechia","Chain linked volumes, index 2010=100","Gross domestic product at market prices","100.5"
"2013","Czechia","Current prices, million euro","Gross domestic product at market prices","157,741.6"
"2013","Czechia","Chain linked volumes (2010), million euro","Gross domestic product at market prices","157,463.3"
"2013","Denmark","Chain linked volumes, index 2010=100","Gross domestic product at market prices","102.5"
"2013","Denmark","Current prices, million euro","Gross domestic product at market prices","258,742.7"
"2013","Denmark","Chain linked volumes (2010), million euro","Gross domestic product at market prices","249,279.2"
"2013","Germany (until 1990 former territory of the FRG)","Chain linked volumes, index 2010=100","Gross domestic product at market prices","104.8"
"2013","Germany (until 1990 former territory of the FRG)","Current prices, million euro","Gross domestic product at market prices","2,811,350.0"
"2013","Germany (until 1990 former territory of the FRG)","Chain linked volumes (2010), million euro","Gross domestic product at market prices","2,687,672.3"
"2013","Estonia","Chain linked volumes, index 2010=100","Gross domestic product at market prices","112.3"
"2013","Estonia","Current prices, million euro","Gross domestic product at market prices","19,033.4"
"2013","Estonia","Chain linked volumes (2010), million euro","Gross domestic product at market prices","16,687.5"
"2013","Ireland","Chain linked volumes, index 2010=100","Gross domestic product at market prices","101.9"
"2013","Ireland","Current prices, million euro","Gross domestic product at market prices","179,661.3"
"2013","Ireland","Chain linked volumes (2010), million euro","Gross domestic product at market prices","170,968.3"
"2013","Greece","Chain linked volumes, index 2010=100","Gross domestic product at market prices","81.5"
"2013","Greece","Current prices, million euro","Gross domestic product at market prices","180,654.3"
"2013","Greece","Chain linked volumes (2010), million euro","Gross domestic product at market prices","184,223.2"
"2013","Spain","Chain linked volumes, index 2010=100","Gross domestic product at market prices","94.9"
"2013","Spain","Current prices, million euro","Gross domestic product at market prices","1,020,348.0"
"2013","Spain","Chain linked volumes (2010), million euro","Gross domestic product at market prices","1,017,665.2"
"2013","France","Chain linked volumes, index 2010=100","Gross domestic product at market prices","103.1"
"2013","France","Current prices, million euro","Gross domestic product at market prices","2,117,189.0"
"2013","France","Chain linked volumes (2010), million euro","Gross domestic product at market prices","2,057,213.0"
"2013","Croatia","Chain linked volumes, index 2010=100","Gross domestic product at market prices","96.9"
"2013","Croatia","Current prices, million euro","Gross domestic product at market prices","43,703.2"
"2013","Croatia","Chain linked volumes (2010), million euro","Gross domestic product at market prices","43,724.5"
"2013","Italy","Chain linked volumes, index 2010=100","Gross domestic product at market prices","95.9"
"2013","Italy","Current prices, million euro","Gross domestic product at market prices","1,612,751.3"
"2013","Italy","Chain linked volumes (2010), million euro","Gross domestic product at market prices","1,545,322.1"
"2013","Cyprus","Chain linked volumes, index 2010=100","Gross domestic product at market prices","90.6"
"2013","Cyprus","Current prices, million euro","Gross domestic product at market prices","17,995.0"
"2013","Cyprus","Chain linked volumes (2010), million euro","Gross domestic product at market prices","17,583.1"
"2013","Latvia","Chain linked volumes, index 2010=100","Gross domestic product at market prices","113.3"
"2013","Latvia","Current prices, million euro","Gross domestic product at market prices","22,845.4"
"2013","Latvia","Chain linked volumes (2010), million euro","Gross domestic product at market prices","20,179.5"
"2013","Lithuania","Chain linked volumes, index 2010=100","Gross domestic product at market prices","114.0"
"2013","Lithuania","Current prices, million euro","Gross domestic product at market prices","34,985.0"
"2013","Lithuania","Chain linked volumes (2010), million euro","Gross domestic product at market prices","31,871.1"
"2013","Luxembourg","Chain linked volumes, index 2010=100","Gross domestic product at market prices","105.9"
"2013","Luxembourg","Current prices, million euro","Gross domestic product at market prices","46,499.6"
"2013","Luxembourg","Chain linked volumes (2010), million euro","Gross domestic product at market prices","42,553.0"
"2013","Hungary","Chain linked volumes, index 2010=100","Gross domestic product at market prices","102.3"
"2013","Hungary","Current prices, million euro","Gross domestic product at market prices","102,032.3"
"2013","Hungary","Chain linked volumes (2010), million euro","Gross domestic product at market prices","101,253.4"
"2013","Malta","Chain linked volumes, index 2010=100","Gross domestic product at market prices","108.9"
"2013","Malta","Current prices, million euro","Gross domestic product at market prices","7,645.3"
"2013","Malta","Chain linked volumes (2010), million euro","Gross domestic product at market prices","7,189.3"
"2013","Netherlands","Chain linked volumes, index 2010=100","Gross domestic product at market prices","100.4"
"2013","Netherlands","Current prices, million euro","Gross domestic product at market prices","660,463.0"
"2013","Netherlands","Chain linked volumes (2010), million euro","Gross domestic product at market prices","641,577.7"
"2013","Austria","Chain linked volumes, index 2010=100","Gross domestic product at market prices","103.6"
"2013","Austria","Current prices, million euro","Gross domestic product at market prices","323,910.2"
"2013","Austria","Chain linked volumes (2010), million euro","Gross domestic product at market prices","306,695.6"
"2013","Poland","Chain linked volumes, index 2010=100","Gross domestic product at market prices","108.2"
"2013","Poland","Current prices, million euro","Gross domestic product at market prices","394,733.8"
"2013","Poland","Chain linked volumes (2010), million euro","Gross domestic product at market prices","391,439.4"
"2013","Portugal","Chain linked volumes, index 2010=100","Gross domestic product at market prices","93.4"
"2013","Portugal","Current prices, million euro","Gross domestic product at market prices","170,492.3"
"2013","Portugal","Chain linked volumes (2010), million euro","Gross domestic product at market prices","167,837.6"
"2013","Romania","Chain linked volumes, index 2010=100","Gross domestic product at market prices","107.8"
"2013","Romania","Current prices, million euro","Gross domestic product at market prices","143,801.6"
"2013","Romania","Chain linked volumes (2010), million euro","Gross domestic product at market prices","135,172.6"
